,Unnamed: 0,Name,username,twitter_link,text,likes,retweets,replies,followers,engagement_rate
710,710,Tim Carmichael,TimCarmichael3,https://twitter.com/TimCarmichael3/status/1616430937809604611#m,BeiGene's Brukinsa wins CLL approval after topping Imbruvica in head-to-head trial – Endpoints News https://endpts.com/fda-approves-beigenes-brukinsa-for-chronic-lymphocytic-lymphoma/,0,0,0,0,
709,709,Ashwin Varma,varma_ashwin97,https://twitter.com/varma_ashwin97/status/1616445184753176576#m,"My new reading material is @nathanvardi's ""For Blood and Money"" about the story of the BTK inhibitors (specifically, Imbruvica and Pharmacyclics). Will be Tweeting out thoughts here.",4,0,1,0,inf
714,714,Tim Carmichael,TimCarmichael3,https://twitter.com/TimCarmichael3/status/1615960170772975617#m,Looks like very sloppy work on Imbruvica. Cowen has sales declining as Calquence is eating its lunch. Tough luck for $JNJ and $ABBV —- great news for $AZN,2,0,0,0,inf
715,715,"Christopher W.V. Hogue, Ph.D.",cwvhogue,https://twitter.com/cwvhogue/status/1615886245808463886#m,"My mom was on Imbruvica a couple of years ago, so I 3D printed her a little keychain structure of BTK with a white painted inhibitor.",2,0,0,0,inf
716,716,Nathan Vardi,nathanvardi,https://twitter.com/nathanvardi/status/1615714679447498752#m,"Imbruvica is a game changer cancer drug that seemed invincible. But as I report in my book, FOR BLOOD AND MONEY, it had a key vulnerability from its creation. Here's the backstory in @MarketWatch https://www.marketwatch.com/story/one-of-the-greatest-cancer-drugs-ever-has-suddenly-lost-its-edge-this-is-why-it-was-vulnerable-11674050773?reflink=mw_share_twitter",4,0,0,0,inf
717,717,Kyle LaHucik,ky_lahucik,https://twitter.com/ky_lahucik/status/1615719099119681537#m,"fascinating read about the R&D saga behind two big cancer drugs  Scientology! $1,000 to acquire a drug candidate?! Modeling a drug name (ibrutinib/Imbruvica) after iPhone/iPad branding.   my fave line: “we’ll make new mistakes”  @nathanvardi",21,0,2,0,inf
718,718,dough,semodough,https://twitter.com/semodough/status/1615743818321780738#m,"Pressure growing on $JNJ M&A Imbruvica (-11% to $3.4bn with US sales down closer to -30%) LOEs of Zytiga in EU ($900mm+ YoY headwind).Stelara faces LOE in US towards end of 2023&in Europe in mid- 2024,forecast Stelara sales decreasing 25% in 2024 and an additional 30% in 2025.",0,0,0,0,
720,720,Sam 🛡️,SideStepSam_,https://twitter.com/SideStepSam_/status/1615049413822451725#m,"Hi @mcuban , if you can somehow get imbruvica on your @costplusdrugs website, a Mavs fan/writer would very much appreciate it. Thank you !",1,1,0,0,inf
721,721,"Jennifer Goldman, MA, MPA",jenngoldman,https://twitter.com/jenngoldman/status/1615030880594202626#m,I lead a support group for WM patients and I’m seeing a lot of our imbruvica users (if not the majority) are being switched to zanu in the last year.,2,0,0,0,inf
723,723,Krzysztof Potempa,BRAINCURES,https://twitter.com/BRAINCURES/status/1614937542234603521#m,"Two rival cancer drugs, Imbruvica and Calquence, which revolutionized the treatment of chronic lymphocytic leukemia—are the centerpiece of @nathanvardi’s new book, “For Blood and Money: Billionaires, Biotech and the Quest for a Blockbuster Drug.” @statnews https://www.statnews.com/2023/01/10/is-the-golden-age-of-biotech-stocks-over/",0,0,0,0,
705,705,Bio/Tech Stock Focus,MarcJacksonLA,https://twitter.com/MarcJacksonLA/status/1616476700036169728#m,$BGNE BeiGene's Brukinsa wins CLL approval after topping Imbruvica in head-to-head trial - https://endpts.com/fda-approves-beigenes-brukinsa-for-chronic-lymphocytic-lymphoma/,2,1,0,0,inf
708,708,Nathan Vardi,nathanvardi,https://twitter.com/nathanvardi/status/1616455909198254080#m,"For those interested in FOR BLOOD AND MONEY, $BGNE Brukinsa CLL approval this week did not get superior PFS on its label vs Imbruvica. Only ORR superiority. Shows difference between press release data and how regulators view it.",2,2,1,0,inf
724,724,Persimmon Tree Investments,PersimmonTI,https://twitter.com/PersimmonTI/status/1614752608480100352#m,"$BGNE [ $JNJ $ABBV ]   BRUKINSA in first line CLL & SLL PDUFA date coming up this week, 1/20/23.   Could see this approved as early as Tuesday, IMO.   $JNJ IMBRUVICA continues to face a challenging challenger.",3,1,0,0,inf
707,707,The Century Foundation,TCFdotorg,https://twitter.com/TCFdotorg/status/1616458867109498880#m,"Imbruvica is a drug used to treat certain types of cancer.  It costs nearly $500 per capsule, with beneficiaries on average spending $110,362.77 for treatment.   Under the Inflation Reduction Act, Medicare may soon be able to negotiate its price: https://tcf.org/content/commentary/how-medicare-drug-negotiations-will-benefit-patients/",4,1,0,0,inf
725,725,Larry K,Getsmart4,https://twitter.com/Getsmart4/status/1614731606559805440#m,"@MWeaverCohe Me too. Non-Hodgkins Lymphoma and autologous stem cell transplant. Nevertheless relapsed in the orbits of the eye. (weird). Post relapse, been in remission on Imbruvica for seven years. How you doing?",1,0,1,0,inf
727,727,Antoine Gara,AntoineGara,https://twitter.com/AntoineGara/status/1613924921909944332#m,"A fascinating excerpt from my fmr colleague @nathanvardi book, For Blood And Money  https://www.forbes.com/sites/nathanvardi/2023/01/13/for-blood-and-money-book-excerpt-wayne-rothbaum-pharmacyclics-robert-duggan/?sh=6a7ee39d4f97  It takes you inside the story of the billionaires, hedge fund and scientists battling for Imbruvica, one of the most valuable drugs ever invented.  https://www.amazon.com/Blood-Money-Billionaires-Biotech-Blockbuster/dp/0393540952/ref=asc_df_0393540952/?tag=hyprod-20&linkCode=df0&hvadid=598354936952&hvpos=&hvnetw=g&hvrand=18083891293674995112&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9004338&hvtargid=pla-1914502835032&psc=1",5,1,1,0,inf
712,712,Dr Timos Papagatsias,_timos_,https://twitter.com/_timos_/status/1616266926677954560#m,BeiGene's Brukinsa wins CLL approval after topping Imbruvica in head-to-head trial dlvr.it/Sh8jb9 #strategy #competitiveintelligence #marketing #biotech #healthcare #pharmaceutical #pharma #productmarketing,0,1,0,0,inf
730,730,Andrew Pannu,andrewpannu,https://twitter.com/andrewpannu/status/1613538088180908034#m,Top 6 for Group 2:  1. Pharmacyclics / Celera (Apr'06) - Imbruvica (PC) --> AbbVie  2. Horizon / River Vision (May'17) - Tepezza (Ph2) --> Amgen (60% adj.)  3. TESARO / Merck (Jun'12) - Zejula (Ph1) --> GSK,3,0,1,0,inf
731,731,Dividend Wave,DividendWave,https://twitter.com/DividendWave/status/1613170131042983939#m,The headwind I mentioned is the loss of revenue $1 B in Oncology (where previously the company was growing) as Imbruvica is not performing as well (more alternative in market) I didn´t mention LOE in Oncology context  You can hear $ABBV CEO on this (08:54) https://jpmorgan.metameetings.net/events/healthcare23/sessions/43814-abbvie/webcast?gpu_only=true&kiosk=true,0,0,1,0,inf
732,732,GlobalData Healthcare,Healthcare_GD,https://twitter.com/Healthcare_GD/status/1613065178588872704#m,Frontline data on Imbruvica presented at the American Society of Hematology annual meeting could threaten transplant use in a subset of patients with Mantle cell lymphoma. Know more: https://okt.to/LXJNoC #ASH22 #MCL #lymphoma,0,0,0,0,
706,706,FiercePharma,FiercePharma,https://twitter.com/FiercePharma/status/1616473218339962882#m,BeiGene is readying an all-out charge against AbbVie and Johnson & Johnson's entrenched Imbruvica. https://loom.ly/XkLHphA,1,0,0,0,inf
729,729,Andrew G,middleearthonge,https://twitter.com/middleearthonge/status/1613791355179786241#m,"@CynthiaGleason9 Here you are figuring this out but the pharmaceutical CO's can't find a cure for cancer? But then again there's no future profits in cured people only in treating symptoms. Imbruvica cost $484.00 for 1 pill. $14,520 a month .So  Poor peoples lives don't Matter?",0,0,0,0,
137,137,🇺🇳🇺🇸🇹🇼Derek Ko🌐🔰🈷,SipOfKoKo,https://twitter.com/SipOfKoKo/status/1699136571054907757#m,Drug 2: Imbruvica. Used to treat blood cancer. Company - AbbVie. Patent expiration year-2031,0,1,1,0,inf
734,734,ChemoSPCUpdates,SpcChemo,https://twitter.com/SpcChemo/status/1612412075682238464#m,💊💉 #ibrutinib SmPC for IMBRUVICA 420 mg film-coated tablets has been updated with changes to sections 4.8 Undesirable effects on 19 December 2022.,0,0,1,0,inf
930,930,Latest News from Business Wire,NewsFromBW,https://twitter.com/NewsFromBW/status/1580152857286053889#m,BeiGene Announces Positive Topline Results from Final Progression-Free Survival Analysis of BRUKINSA® (zanubrutinib) Compared to IMBRUVICA® (ibrutinib) in Phase 3 Chronic Lymphocytic Leukemia (CLL) Trial dlvr.it/SZxcJk,0,0,0,0,
945,945,Franklin Fireheart,f_fireheart,https://twitter.com/f_fireheart/status/1574311957519552512#m,"Check out new work on my @Behance profile: ""Imbruvica 3x3 Exhibition Booth"" be.net/gallery/153502777/Imb… #booth_pm #BOOTH #eventhunters #events #EVENT #exhibition #exhibition #ShowUsYourBuilds #tradeshow #Pharmaceutical",1,0,0,0,inf
944,944,Michael Okhovat,MichaelOkhovat,https://twitter.com/MichaelOkhovat/status/1575559017480404992#m,"@IMBRUVICAUSHCP  Can you guys do more research on the #sideeffects of #imbruvica on male #infirtility & #sperm, #tooth cavities #gumdisease and bone density #CANCER #cll #cancercll #CancerResearch",1,1,0,0,inf
943,943,FDA Drug Information,FDA_Drug_Info,https://twitter.com/FDA_Drug_Info/status/1575564310645833728#m,🎧 Learn about FDA’s recent oncology treatment approvals of Imbruvica (ibrutinib) and Pemazyre (pemigatinib) in the latest #FDADISCO podcast: https://www.fda.gov/media/161821/download,2,0,0,0,inf
942,942,OncLive.com,OncLive,https://twitter.com/OncLive/status/1575591353810964481#m,"ICYMI: The BTK inhibitor class changed the therapeutic landscape for CLL and paved the road for a new way of treating the disease, marked by  the FDA approval of IMBRUVICA® (ibrutinib), in 2014. #leusm #oncology #medtwitter ow.ly/nBTj50KXfuI",1,1,0,0,inf
941,941,Dr Timos Papagatsias,_timos_,https://twitter.com/_timos_/status/1575933443464368128#m,"EMA makes new recommendations for Imbruvica, medicines with terlipressin over respiratory and cardiovascular risks dlvr.it/SZHtJL #strategy #competitiveintelligence #marketing #pharmaceutical #productmarketing #biotech #pharma #healthcare",0,1,0,0,inf
939,939,Bio/Tech Stock Focus,MarcJacksonLA,https://twitter.com/MarcJacksonLA/status/1576575583382687744#m,"$JNJ $ABBV EMA makes new recommendations for Imbruvica, medicines with terlipressin over respiratory and cardiovascular risks - https://endpts.com/ema-makes-new-recommendations-for-imbruvica-medicines-with-terlipressin-over-respiratory-and-cardiovascular-risks/",0,0,0,0,
938,938,Elysian,elysiannews,https://twitter.com/elysiannews/status/1576935409547878405#m,"Imbruvica Market Size And Forecast To 2028 |AbbVie (Pharmacyclics), Johnson & Johnson ...  https://zpr.io/6tmq4x97rmxA",0,0,0,0,
937,937,San Francisco Biotechnology Network Jobs,SFBNJobs,https://twitter.com/SFBNJobs/status/1577306166706819072#m,"Scientist I/II, Immuno-oncology Discovery – ABBVIE – San Francisco, CA: Oncology is a key therapeutic area for AbbVie, with a portfolio consisting of three marketed products — Imbruvica, ... #BayArea #Biotech https://tinyurl.com/2fzbr6lc",0,0,0,0,
936,936,OncLive.com,OncLive,https://twitter.com/OncLive/status/1577418474888085506#m,"ICYMI: The BTK inhibitor class changed the therapeutic landscape for CLL and paved the road for a new way of treating the disease, marked by  the FDA approval of IMBRUVICA® (ibrutinib), in 2014. #leusm #oncology #medtwitter ow.ly/lLJo50L0ZNG",1,2,0,0,inf
932,932,Yelpful Stock Alerts,FastestAlert,https://twitter.com/FastestAlert/status/1580151405419053056#m,$BGNE BeiGene Announces Positive Topline Results From Final Progression-Free Survival Analysis Of BRUKINSA® (zanubrutinib) Compared To IMBRUVICA® (ibrutinib) In Phase 3 Chronic Lymphocytic Leukemia (CLL) Trial  Stock News Alerts In Bio,0,0,0,0,
931,931,Stock News Bot,StockNewsBot2,https://twitter.com/StockNewsBot2/status/1580151569487605761#m,$BGNE BeiGene Announces Positive Topline Results from Final Progression-Free Survival Analysis of BRUKINSA® (zanubrutinib) Compared to IMBRUVICA® (ibrutinib) in Phase 3 Chronic Lymphocytic Leukemi... https://www.stocktitan.net/news/BGNE/bei-gene-announces-positive-topline-results-from-final-progression-zzpbusawfu7v.html,0,0,0,0,
929,929,The Headlines of Today,HeadlinesOT,https://twitter.com/HeadlinesOT/status/1580153369632481280#m,BeiGene Announces Positive Topline Results from Final Progression-Free Survival Analysis of BRUKINSA® (zanubrutinib) Compared to IMBRUVICA® (ibrutinib) in Phase 3 Chronic Lymphocytic Leukemia (CLL) Trial https://www.headlinesoftoday.com/topic/press-releases/beigene-announces-positive-topline-results-from-final-progression-free-survival-analysis-of-brukinsa-zanubrutinib-compared-to-imbruvica-ibrutinib-in-phase-3-chronic-lymphocytic-leukemi.html,0,0,0,0,
947,947,pharmacyebooks,pharmacyebooks,https://twitter.com/pharmacyebooks/status/1574045236833259520#m,Annual Drug Patent Expirations for IMBRUVICA Imbruvica is a drug marketed by Pharmacyclics Inc and is included in two NDAs. It is available from one supplier. There are forty patents… The post New patent for Pharmacyclics Inc drug IMBRUVICA appeared first https://www.drugpatentwatch.com/blog/new-patent-for-pharmacyclics-inc-drug-imbruvica-6/,0,0,0,0,
928,928,Seeking Alpha Market News,MarketCurrents,https://twitter.com/MarketCurrents/status/1580165868834914305#m,$JNJ $ABBV $BGNE - BeiGene Brukinsa shows better survival benefit vs Imbruvica in blood cancer patients in trial https://seekingalpha.com/news/3890655-beigene-brukinsa-shows-better-survival-benefit-vs-imbruvica-in-blood-cancer-patients-in-trial?source=feed_f&utm_campaign=twitter_automated&utm_content=news&utm_medium=social&utm_source=twitter_automated,2,0,0,0,inf
927,927,BlackCentaur,JacekWierzbicki,https://twitter.com/JacekWierzbicki/status/1580167723861962758#m,BeiGene Brukinsa shows better survival benefit vs Imbruvica in blood cancer patients in trial https://seekingalpha.com/news/3890655-beigene-brukinsa-shows-better-survival-benefit-vs-imbruvica-in-blood-cancer-patients-in-trial?utm_source=feed_news_all&utm_medium=referral via SeekingAlpha #news #SeekingAlpha,0,0,0,0,
926,926,Open Outcrier,OpenOutcrier,https://twitter.com/OpenOutcrier/status/1580171328543342592#m,$BGNE (+0.0% pre) BeiGene (BGNE) Announces Positive Topline Results from Final PFS Analysis of BRUKINSA Compared to IMBRUVICA in Phase 3 CLL Trial - SI  ooc.bz/l/109794,0,0,0,0,
925,925,Rockyy - thestocktraderhub,RockyTSTH,https://twitter.com/RockyTSTH/status/1580188937485942784#m,$BGNE  Beigene Announces Topline Results From Final Progression-Free Survival Analysis Of Brukinsa Compared To Imbruvica In Phase 3 Chronic Lymphocytic Leukemia Trial; Says BRUKINSA Achieved Superior Progression-Free Survival vs,0,0,0,0,
924,924,Baerbel Sullivan-Stuetz,BStuetz,https://twitter.com/BStuetz/status/1580196479477907456#m,BeiGene Announces Positive Topline Results from Final Progression-Free Survival Analysis of BRUKINSA® (zanubrutinib) Compared to IMBRUVICA® (ibrutinib) in Phase 3 Chronic Lymphocytic Leukemia (CLL) Trial – NASDAQ (US) Website  https://ir.beigene.com/news/beigene-announces-positive-topline-results-from-final-progression-free-survival-analysis-of-brukinsa-zanubrutinib-compared-to/a6b90281-b378-4051-afa3-3eaf04af0b5c/?utm_campaign=organic&utm_source=twitter&utm_medium=social,1,1,1,0,inf
923,923,FiercePharma,FiercePharma,https://twitter.com/FiercePharma/status/1580209674170744833#m,Brukinsa’s latest progression-free survival win deals another blow to Imbruvica in their upcoming face-off in the all-important CLL/SLL arena. https://www.fiercepharma.com/pharma/beigene-heaps-more-pressure-abbvie-and-jj-new-brukinsa-imbruvica-head-head-win,0,1,0,0,inf
922,922,Brad Loncar,bradloncar,https://twitter.com/bradloncar/status/1580234564361781259#m,A couple big oncology news items today:  1. BeiGene Brukinsa beats Imbruvica head-to-head on PFS in CLL.  2. Merck opt-in on Moderna's personalized cancer vaccines.,96,7,5,0,inf
921,921,Allison Gatlin,IBD_AGatlin,https://twitter.com/IBD_AGatlin/status/1580255621009375232#m,$BGNE took on $JNJ's Imbruvica in a Phase 3 study of CLL patients... and won. The company's application is under review at the FDA. https://www.investors.com/news/technology/beigene-stock-surges-after-biotech-takes-on-jnj-in-cancer-and-wins/,3,0,0,0,inf
920,920,Investor News,newsfilterio,https://twitter.com/newsfilterio/status/1580265715537707014#m,BeiGene Announces Positive Topline Results from Final Progression-Free Survival Analysis of BRUKINSA® Compared to IMBRUVICA® in Phase 3 Chronic .. $BGNE https://newsfilter.io/articles/beigene-announces-positive-topline-results-from-final-progression-free-survival-analysis-of-brukinsa-59cba0dc26d1ec9f1b58fd66b8ec6173,0,0,0,0,
919,919,quantumup,Quantumup1,https://twitter.com/Quantumup1/status/1580298606833446912#m,"SVB Sec⬆ $BGNE OP(MP) $200 (177)after Brukinsa achieved superior PFS vs Imbruvica, marking 1st time a BTK agent demonstrated superior survival benefit2 Imbruvica, which could help drug comm vs Calquence /now anticipates favorable reg decision4 Brukinsa PDUFA 1/23 $abbv $jnj $azn",1,0,0,0,inf
918,918,FirstWord Pharma,fwpharma,https://twitter.com/fwpharma/status/1580313255557619712#m,BeiGene's Brukinsa bests Imbruvica in head-to-head leukaemia trial $BGNE $JNJ https://firstwordpharma.com/story/5662962,1,0,0,0,inf
